"id","code","name","account_type","reconcile"
"account_template_102020143","1.02.02.01.43","(-) Lucros a Apropriar em Vendas com outras sociedades - Avaliadas pelo Método de Equivalência Patrimonial (MEP) - no País","asset_non_current",""
"account_template_102020155","1.02.02.01.55","(-) Perdas por Redução ao Valor Recuperável (Impairment) de Participações Permanentes Avaliadas pelo Método de Equivalência Patrimonial - no País","asset_non_current",""
"account_template_102020156","1.02.02.01.56","(-) Perdas por Redução ao Valor Recuperável (Impairment) do Goodwill em Investimentos - no País","asset_non_current",""
"account_template_102020160","1.02.02.01.60","Subconta - Ajuste a Valor Justo (AVJ) Reflexo - Ganho ou Perda na Investida","asset_non_current",""
"account_template_102020165","1.02.02.01.65","Subconta - Ajuste a Valor Justo (AVJ) de Subscrição de Capital - Ganho ou Perda de Capital","asset_non_current",""
"account_template_102020175","1.02.02.01.75","(-) Subconta - Ajuste a Valor Presente (AVP) de Participação Societária","asset_non_current",""
"account_template_102020180","1.02.02.01.80","Subconta - Mais Valia da Participação Anterior - Estágios","asset_non_current",""
"account_template_102020181","1.02.02.01.81","(-) Subconta - Menos Valia da Participação Anterior - Estágios","asset_non_current",""
"account_template_102020182","1.02.02.01.82","Subconta - Goodwill da Participação Anterior - Estágios","asset_non_current",""
"account_template_102020184","1.02.02.01.84","Subconta - Variação de Mais Valia da Participação Anterior - Estágios","asset_non_current",""
"account_template_102020185","1.02.02.01.85","(-) Subconta - Variação de Menos Valia da Participação Anterior - Estágios","asset_non_current",""
"account_template_102020186","1.02.02.01.86","Subconta - Variação de Goodwill da Participação Anterior - Estágios","asset_non_current",""
"account_template_102020201","1.02.02.02.01","Participações Permanentes em Controladas - no Exterior","asset_non_current",""
"account_template_102020202","1.02.02.02.02","Subconta - Tributação em Base Universais (TBU) - Controladas Diretas - No Exterior","asset_non_current",""
"account_template_102020203","1.02.02.02.03","Subconta - Tributação em Base Universais (TBU) - Controladas Indiretas - no Exterior","asset_non_current",""
"account_template_102020204","1.02.02.02.04","Participações Permanentes em Coligadas - Avaliadas pelo Método de Equivalência Patrimonial (MEP) - no Exterior","asset_non_current",""
"account_template_102020205","1.02.02.02.05","Participações Permanentes em Joint Ventures - Avaliadas pelo Método de Equivalência Patrimonial (MEP) - no Exterior","asset_non_current",""
"account_template_102020206","1.02.02.02.06","Participações Permanentes em Outras Sociedades do Mesmo Grupo ou Controle Comum - Avaliadas pelo Método de Equivalência Patrimonial (MEP) - no Exterior","asset_non_current",""
"account_template_102020210","1.02.02.02.10","Goodwill em Investimentos - no Exterior","asset_non_current",""
"account_template_102020211","1.02.02.02.11","Mais Valia em Investimentos - no Exterior","asset_non_current",""
"account_template_102020212","1.02.02.02.12","(-) Menos Valia em Investimentos - no Exterior","asset_non_current",""
"account_template_102020220","1.02.02.02.20","Ágios em Investimentos Gerados até 31/12/2009 - no Exterior","asset_non_current",""
"account_template_102020221","1.02.02.02.21","(-) Deságios em Investimentos Gerados até 31/12/2009 - no Exterior","asset_non_current",""
"account_template_102020240","1.02.02.02.40","(-) Lucros a Apropriar em Vendas com Controladas - no Exterior","asset_non_current",""
"account_template_102020241","1.02.02.02.41","(-) Lucros a Apropriar em Vendas com Coligadas - no Exterior","asset_non_current",""
"account_template_102020242","1.02.02.02.42","(-) Lucros a Apropriar em Vendas com Joint Ventures - no Exterior","asset_non_current",""
"account_template_102020243","1.02.02.02.43","(-) Lucros a Apropriar em Vendas com outras sociedades - Avaliadas pelo Método de Equivalência Patrimonial (MEP) - no Exterior","asset_non_current",""
"account_template_102020255","1.02.02.02.55","(-) Perdas por Redução ao Valor Recuperável (Impairment) em Participações Permanentes Avaliadas pelo Método de Equivalência Patrimonial (MEP) - no Exterior","asset_non_current",""
"account_template_102020256","1.02.02.02.56","(-) Perdas por Redução ao Valor Recuperável (Impairment) do Goodwill em Investimentos - no Exterior","asset_non_current",""
"account_template_102020260","1.02.02.02.60","Subconta - Ajuste a Valor Justo (AVJ) Reflexo - Ganho ou Perda na Investida – no Exterior","asset_non_current",""
"account_template_102020265","1.02.02.02.65","Subconta - Ajuste a Valor Justo (AVJ) de Subscrição de Capital - Ganho ou Perda de Capital – no Exterior","asset_non_current",""
"account_template_102020275","1.02.02.02.75","(-) Subconta - Ajuste a Valor Presente (AVP) de Participação Societária – no Exterior","asset_non_current",""
"account_template_102020280","1.02.02.02.80","Subconta - Mais Valia da Participação Anterior - Estágios – no Exterior","asset_non_current",""
"account_template_102020281","1.02.02.02.81","(-) Subconta - Menos Valia da Participação Anterior - Estágios – no Exterior","asset_non_current",""
"account_template_102020282","1.02.02.02.82","Subconta - Goodwill da Participação Anterior - Estágios – no Exterior","asset_non_current",""
"account_template_102020284","1.02.02.02.84","Subconta - Variação de Mais Valia da Participação Anterior - Estágios – no Exterior","asset_non_current",""
"account_template_102020285","1.02.02.02.85","(-) Subconta - Variação de Menos Valia da Participação Anterior - Estágios – no Exterior","asset_non_current",""
"account_template_102020286","1.02.02.02.86","Subconta - Variação de Goodwill da Participação Anterior - Estágios – no Exterior","asset_non_current",""
"account_template_102020301","1.02.02.03.01","Imóveis Próprios em Construção - Propriedades para Investimento","asset_non_current",""
"account_template_102020305","1.02.02.03.05","Imóveis Próprios – Pelo Custo - Propriedades para Investimento","asset_non_current",""
"account_template_102020306","1.02.02.03.06","Imóveis Próprios – Valor Justo - Propriedades para Investimento","asset_non_current",""
"account_template_102020308","1.02.02.03.08","Imóveis Objeto de Arrendamento – Propriedades para Investimento","asset_non_current",""
"account_template_102020330","1.02.02.03.30","(-) Depreciação Acumuladas – Propriedades para Investimento","asset_non_current",""
"account_template_102020355","1.02.02.03.55","(-) Perdas por Redução ao Valor Recuperável (Impairment) - Propriedades para Investimento","asset_non_current",""
"account_template_102020370","1.02.02.03.70","Subconta - Ajuste a Valor Justo – Propriedades para Investimentos.","asset_non_current",""
"account_template_102020371","1.02.02.03.71","Subconta - Ajuste Valor Justo – Depreciação Acumulada – Propriedade para Investimento","asset_non_current",""
"account_template_102020375","1.02.02.03.75","( - ) Subconta – Ajuste a Valor Presente (AVP) - Propriedades para Investimento","asset_non_current",""
"account_template_102020376","1.02.02.03.76","Subconta - Ajuste Valor Presente – Depreciação Acumulada - Propriedades para Investimento","asset_non_current",""
"account_template_102020390","1.02.02.03.90","Subconta – Adoção Inicial – Propriedades para Investimento","asset_non_current",""
"account_template_102020391","1.02.02.03.91","Subconta – Adoção Inicial – Depreciação Acumulada - Propriedades para Investimento","asset_non_current",""
"account_template_102020395","1.02.02.03.95","Subconta – Adoção Inicial - Taxa de Depreciação Diferente - Propriedades para Investimento","asset_non_current",""
"account_template_102021003","1.02.02.10.03","Investimentos Decorrentes de Incentivos Fiscais","asset_non_current",""
"account_template_102021010","1.02.02.10.10","Outros Investimentos Permanentes","asset_non_current",""
"account_template_102021020","1.02.02.10.20","(-) Outras Contas Retificadoras ­– Outros Investimentos Permanentes","asset_non_current",""
"account_template_102021050","1.02.02.10.50","( - ) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) – Outros Investimentos Permanentes","asset_non_current",""
"account_template_102021055","1.02.02.10.55","(-) Perdas por Redução ao Valor Recuperável (Impairment) - Outros Investimentos","asset_non_current",""
"account_template_102021070","1.02.02.10.70","Subconta - Ajuste a Valor Justo - Outros Investimentos Permanentes","asset_non_current",""
"account_template_102021090","1.02.02.10.90","Subconta – Adoção Inicial - Outros Investimentos Permanentes","asset_non_current",""
"account_template_102030101","1.02.03.01.01","Terrenos","asset_fixed",""
"account_template_102030102","1.02.03.01.02","Edifícios e Construções","asset_fixed",""
"account_template_102030103","1.02.03.01.03","Construções em Andamento - Imóvel Próprio","asset_fixed",""
"account_template_102030104","1.02.03.01.04","Outras Imobilizações em Andamento","asset_fixed",""
"account_template_102030105","1.02.03.01.05","Benfeitorias em Imóveis de Terceiros","asset_fixed",""
"account_template_102030106","1.02.03.01.06","Máquinas, Equipamentos e Instalações Industriais","asset_fixed",""
"account_template_102030107","1.02.03.01.07","Móveis, Utensílios e Instalações Comerciais","asset_fixed",""
"account_template_102030108","1.02.03.01.08","Veículos","asset_fixed",""
"account_template_102030109","1.02.03.01.09","Embarcações","asset_fixed",""
"account_template_102030110","1.02.03.01.10","Aeronaves","asset_fixed",""
"account_template_102030111","1.02.03.01.11","Recursos Minerais","asset_fixed",""
"account_template_102030112","1.02.03.01.12","Dutos e Tubulações","asset_fixed",""
"account_template_102030113","1.02.03.01.13","Linhas de Transmissão Elétrica","asset_fixed",""
"account_template_102030114","1.02.03.01.14","Antenas e Torres de Transmissão","asset_fixed",""
"account_template_102030115","1.02.03.01.15","Máquinas Empregadas na Atividade Rural","asset_fixed",""
"account_template_102030116","1.02.03.01.16","Tratores e Demais Veículos Empregados na Atividade Rural","asset_fixed",""
"account_template_102030128","1.02.03.01.28","Outras Imobilizações por Aquisição","asset_fixed",""
"account_template_102030130","1.02.03.01.30","(-) Depreciação Acumulada - Imobilizado","asset_fixed",""
"account_template_102030131","1.02.03.01.31","(-) Amortização Acumulada - Imobilizado","asset_fixed",""
"account_template_102030132","1.02.03.01.32","(-) Exaustão Acumulada - Imobilizado","asset_fixed",""
"account_template_102030155","1.02.03.01.55","(-) Perdas por Redução ao Valor Recuperável (Impairment) - Imobilizado","asset_fixed",""
"account_template_102030175","1.02.03.01.75","(-) Subconta - Ajuste Valor Presente – Imobilizado","asset_fixed",""
"account_template_102030176","1.02.03.01.76","Subconta - Ajuste Valor Presente – Depreciação Acumulada - Imobilizado","asset_fixed",""
"account_template_102030177","1.02.03.01.77","Subconta - Ajuste Valor Presente – Amortização Acumulada - Imobilizado","asset_fixed",""
"account_template_102030178","1.02.03.01.78","Subconta - Ajuste Valor Presente – Exaustão Acumulada - Imobilizado","asset_fixed",""
"account_template_102030190","1.02.03.01.90","Subconta – Adoção Inicial - Imobilizado","asset_fixed",""
"account_template_102030191","1.02.03.01.91","Subconta – Adoção Inicial – Depreciação Acumulada - Imobilizado","asset_fixed",""
"account_template_102030192","1.02.03.01.92","Subconta – Adoção Inicial – Amortização Acumulada - Imobilizado","asset_fixed",""
"account_template_102030193","1.02.03.01.93","Subconta – Adoção Inicial – Exaustão Acumulada - Imobilizado","asset_fixed",""
"account_template_102030195","1.02.03.01.95","Subconta – Adoção Inicial – Taxa Depreciação Diferente - Imobilizado","asset_fixed",""
"account_template_102030201","1.02.03.02.01","Veículos","asset_fixed",""
"account_template_102030202","1.02.03.02.02","Embarcações","asset_fixed",""
"account_template_102030203","1.02.03.02.03","Aeronaves","asset_fixed",""
"account_template_102030204","1.02.03.02.04","Máquinas, Equipamentos e Instalações Industriais","asset_fixed",""
"account_template_102030205","1.02.03.02.05","Móveis, Utensílios e Instalações Comerciais","asset_fixed",""
"account_template_102030206","1.02.03.02.06","Imóveis","asset_fixed",""
"account_template_102030209","1.02.03.02.09","Outras Imobilizações por Arrendamento","asset_fixed",""
"account_template_102030230","1.02.03.02.30","(-) Depreciação Acumulada - Imobilizado - Bens objeto de arrendamento","asset_fixed",""
"account_template_102030231","1.02.03.02.31","(-) Amortização Acumulada - Imobilizado - Bens objeto de arrendamento","asset_fixed",""
"account_template_102030232","1.02.03.02.32","(-) Exaustão Acumulada - Imobilizado - Bens objeto de arrendamento","asset_fixed",""
"account_template_102030255","1.02.03.02.55","(-) Perdas por Redução ao Valor Recuperável (Impairment) - Imobilizado - Bens objeto de arrendamento","asset_fixed",""
"account_template_102030401","1.02.03.04.01","Ativo Biológico de Produção - Origem Animal – Pelo Valor Justo","asset_non_current",""
"account_template_102030402","1.02.03.04.02","Ativo Biológico de Produção - Origem Vegetal – Pelo Valor Justo","asset_non_current",""
"account_template_102030403","1.02.03.04.03","Ativo Biológico de Produção - Origem Animal – Pelo Custo","asset_non_current",""
"account_template_102030404","1.02.03.04.04","Ativo Biológico de Produção - Origem Vegetal - Pelo Custo","asset_non_current",""
"account_template_102030430","1.02.03.04.30","(-) Depreciação Acumulada Ativos Biológicos de Produção","asset_non_current",""
"account_template_102030432","1.02.03.04.32","(-) Exaustão Acumulada Ativos Biológicos de Produção","asset_non_current",""
"account_template_102030455","1.02.03.04.55","(-) Perdas por Redução ao Valor Recuperável (Impairment) - Ativos Biológicos de Produção","asset_non_current",""
"account_template_102030470","1.02.03.04.70","Subconta - Ajuste a Valor Justo (AVJ) – Ativos Biológicos de Produção","asset_non_current",""
"account_template_102030475","1.02.03.04.75","( - ) Subconta – Ajuste a Valor Presente (AVP) - Ativos Biológicos de Produção","asset_non_current",""
"account_template_102030476","1.02.03.04.76","Subconta - Ajuste Valor Presente – Depreciação Acumulada - Ativos Biológicos de Produção","asset_non_current",""
"account_template_102030478","1.02.03.04.78","Subconta - Ajuste Valor Presente – Exaustão Acumulada - Ativos Biológicos de Produção","asset_non_current",""
"account_template_102030490","1.02.03.04.90","Subconta – Adoção Inicial - Ativos Biológicos de Produção","asset_non_current",""
"account_template_102030491","1.02.03.04.91","Subconta – Adoção Inicial – Depreciação Acumulada – Ativo Biológico de Produção","asset_non_current",""
"account_template_102030493","1.02.03.04.93","Subconta – Adoção Inicial – Exaustão Acumulada – Ativo Biológico de Produção","asset_non_current",""
"account_template_102030495","1.02.03.04.95","Subconta – Adoção Inicial – Taxa Depreciação Diferente - Ativos Biológicos de Produção","asset_non_current",""
"account_template_102030503","1.02.03.05.03","Imobilizados Recebidos em Subvenções Governamentais","asset_non_current",""
"account_template_102030504","1.02.03.05.04","(-) Redutoras de Imobilizados Recebidos em Subvenções Governamentais","asset_non_current",""
"account_template_102030528","1.02.03.05.28","Outros Imobilizados","asset_non_current",""
"account_template_102030529","1.02.03.05.29","(-) Outras Contas Redutoras do Imobilizado","asset_non_current",""
"account_template_102030530","1.02.03.05.30","(-) Outras Depreciações, Amortizações e Quotas de Exaustão Acumuladas","asset_non_current",""
"account_template_102030570","1.02.03.05.70","Subconta - Ajuste a Valor Justo – Outros Imobilizados","asset_non_current",""
"account_template_102030575","1.02.03.05.75","(-) Subconta - Ajuste Valor Presente – Imobilizado","asset_non_current",""
"account_template_102030576","1.02.03.05.76","Subconta - Ajuste Valor Presente – Depreciação, Amort., Exaustão Acumulada – Outros Imobilizados","asset_non_current",""
"account_template_102030590","1.02.03.05.90","Subconta – Adoção Inicial - Outros Imobilizados","asset_non_current",""
"account_template_102030591","1.02.03.05.91","Subconta – Adoção Inicial – Depreciação, Amort., Exaustão Acumulada – Outros Imobilizados","asset_non_current",""
"account_template_102030592","1.02.03.05.92","Subconta – Adoção Inicial – Amortização Acumulada - Intangível|","asset_non_current",""
"account_template_102030595","1.02.03.05.95","Subconta – Adoção Inicial – Taxa Depreciação Diferente - Outros Imobilizados","asset_non_current",""
"account_template_102050101","1.02.05.01.01","Marcas","asset_non_current",""
"account_template_102050102","1.02.05.01.02","Patentes e Segredos Industriais","asset_non_current",""
"account_template_102050103","1.02.05.01.03","Direitos de Exploração de Serviços Públicos","asset_non_current",""
"account_template_102050104","1.02.05.01.04","Direitos de Exploração de Recursos Florestais","asset_non_current",""
"account_template_102050105","1.02.05.01.05","Direitos de Exploração de Recursos Minerais","asset_non_current",""
"account_template_102050106","1.02.05.01.06","Direitos de Exploração de Recursos Hídricos","asset_non_current",""
"account_template_102050107","1.02.05.01.07","Direitos Autorais","asset_non_current",""
"account_template_102050108","1.02.05.01.08","Patrimônio Cultural","asset_non_current",""
"account_template_102050109","1.02.05.01.09","Fundo de Comércio","asset_non_current",""
"account_template_102050110","1.02.05.01.10","Software ou Programas de Computador","asset_non_current",""
"account_template_102050111","1.02.05.01.11","Contratos de Aluguel","asset_non_current",""
"account_template_102050112","1.02.05.01.12","Contratos de Franquias","asset_non_current",""
"account_template_102050113","1.02.05.01.13","Desenvolvimento de Produtos ou Serviços","asset_non_current",""
"account_template_102050114","1.02.05.01.14","Direito Readquirido","asset_non_current",""
"account_template_102050115","1.02.05.01.15","Leasing Operacional Contratado pela Adquirida em Condições Mais Favoráveis","asset_non_current",""
"account_template_102050116","1.02.05.01.16","Intangíveis Não Reconhecidos na Adquirida","asset_non_current",""
"account_template_102050117","1.02.05.01.17","Intangíveis Recebidos em Subvenções Governamentais","asset_non_current",""
"account_template_102050118","1.02.05.01.18","(-) Redutora de Intangíveis Recebidos em Subvenções Governamentais","asset_non_current",""
"account_template_102050120","1.02.05.01.20","(-) Amortização Acumulada - Intangível","asset_non_current",""
"account_template_102050121","1.02.05.01.21","Goodwill – Intangível","asset_non_current",""
"account_template_102050128","1.02.05.01.28","Outros Intangíveis","asset_non_current",""
"account_template_102050129","1.02.05.01.29","(-) Outras Contas Redutoras do Intangível","asset_non_current",""
"account_template_102050155","1.02.05.01.55","(-) Perdas por Redução ao Valor Recuperável (Impairment) - Intangível","asset_non_current",""
"account_template_102050156","1.02.05.01.56","(-) Perdas por Redução ao Valor Recuperável (Impairment) do Goodwill - Intangível","asset_non_current",""
"account_template_102050175","1.02.05.01.75","( - ) Subconta – Ajuste a Valor Presente (AVP) - Intangível","asset_non_current",""
"account_template_102050177","1.02.05.01.77","Subconta - Ajuste Valor Presente – Amortização Acumulada - Intangível","asset_non_current",""
"account_template_102050190","1.02.05.01.90","Subconta – Adoção Inicial - Intangível","asset_non_current",""
"account_template_102050192","1.02.05.01.92","Subconta – Adoção Inicial – Amortização Acumulada - Intangível","asset_non_current",""
"account_template_102060101","1.02.06.01.01","Despesas Pré-Operacionais ou Pré-Industriais – Ativo Diferido","asset_non_current",""
"account_template_102060102","1.02.06.01.02","Despesas com Pesquisas Científicas ou Tecnológicas – Ativo Diferido","asset_non_current",""
"account_template_102060103","1.02.06.01.03","Demais Aplicações em Despesas Amortizáveis – Ativo Diferido","asset_non_current",""
"account_template_102060131","1.02.06.01.31","(-) Amortização Acumulada - Ativo Diferido","asset_non_current",""
"account_template_102060156","1.02.06.01.56","(-) Perdas por Redução ao Valor Recuperável (Impairment) - Ativo Diferido","asset_non_current",""
"account_template_102060190","1.02.06.01.90","Subconta – Adoção Inicial – Ativo Diferido","asset_non_current",""
"account_template_201010101","2.01.01.01.01","Salários e Remunerações a Pagar","liability_current",""
"account_template_201010102","2.01.01.01.02","Participações no Resultado a Pagar","liability_current",""
"account_template_201010103","2.01.01.01.03","INSS a Recolher","liability_current",""
"account_template_201010104","2.01.01.01.04","FGTS a Recolher","liability_current",""
"account_template_201010105","2.01.01.01.05","Benefícios Não Monetários","liability_current",""
"account_template_201010150","2.01.01.01.50","Benefícios Pós-Emprego","liability_current",""
"account_template_201010155","2.01.01.01.55","Outros Benefícios de Longo Prazo","liability_current",""
"account_template_201010160","2.01.01.01.60","Benefícios Rescisórios","liability_current",""
"account_template_201010109","2.01.01.01.09","Demais Encargos a Recolher","liability_current",""
"account_template_201010301","2.01.01.03.01","Fornecedores - Operações com Partes Não Relacionadas - No País – Circulante","liability_payable","True"
"account_template_201010302","2.01.01.03.02","Fornecedores - Operações com Partes Não Relacionadas - No Exterior – Circulante","liability_payable","True"
"account_template_201010303","2.01.01.03.03","Fornecedores - Operações com Partes Relacionadas - No País – Circulante","liability_payable","True"
"account_template_201010304","2.01.01.03.04","Fornecedores - Operações com Partes Relacionadas - No Exterior – Circulante","liability_payable","True"
"account_template_201010350","2.01.01.03.50","(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) - Fornecedores Circulante","liability_current",""
"account_template_201010390","2.01.01.03.90","Subconta – Adoção Inicial - Fornecedores - Circulante","liability_current",""
"account_template_201010501","2.01.01.05.01","Adiantamentos de Clientes - no País","liability_payable","True"
"account_template_201010502","2.01.01.05.02","Adiantamentos de Clientes - no Exterior","liability_payable","True"
"account_template_201010550","2.01.01.05.50","(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) - Contas a Pagar - Circulante","liability_payable","True"
"account_template_201010590","2.01.01.05.90","Subconta – Adoção Inicial - Contas a Pagar - Circulante","liability_payable","True"
"account_template_201010701","2.01.01.07.01","Duplicatas Descontadas – Circulante","liability_current",""
"account_template_201010702","2.01.01.07.02","Empréstimos ou Financiamentos - no País - Circulante","liability_current",""
"account_template_201010703","2.01.01.07.03","Empréstimos ou Financiamentos - no Exterior – Circulante","liability_current",""
"account_template_201010704","2.01.01.07.04","Adiantamentos de Contrato de Câmbio – Circulante","liability_current",""
"account_template_201010705","2.01.01.07.05","Arrendamento - no País – Circulante","liability_current",""
"account_template_201010706","2.01.01.07.06","Arrendamento - no Exterior - Circulante","liability_current",""
"account_template_201010750","2.01.01.07.50","(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) - Empréstimos e Financiamentos - Circulante","liability_current",""
"account_template_201010790","2.01.01.07.90","Subconta – Adoção Inicial - Empréstimos e Financiamentos - Circulante","liability_current",""
"account_template_201010901","2.01.01.09.01","IRRF a Recolher – Circulante","liability_current",""
"account_template_201010902","2.01.01.09.02","IPI a Recolher – Circulante","liability_current",""
"account_template_201010903","2.01.01.09.03","ICMS a Recolher – Circulante","liability_current",""
"account_template_201010904","2.01.01.09.04","PIS a Recolher – Circulante","liability_current",""
"account_template_201010905","2.01.01.09.05","COFINS a Recolher – Circulante","liability_current",""
"account_template_201010906","2.01.01.09.06","IOF a Recolher – Circulante","liability_current",""
"account_template_201010907","2.01.01.09.07","CIDE a Recolher – Circulante","liability_current",""
"account_template_201010908","2.01.01.09.08","Tributos Municipais a Recolher – Circulante","liability_current",""
"account_template_201010909","2.01.01.09.09","Parcelamentos Especiais a Recolher - Tributos Federais – Circulante","liability_current",""
"account_template_201010910","2.01.01.09.10","Parcelamentos Especiais a Recolher - Tributos Estaduais e Municipais – Circulante","liability_current",""
"account_template_201010911","2.01.01.09.11","Contribuições Previdenciárias a Recolher – Desoneração da Folha de Pagamento – Circulante","liability_current",""
"account_template_201010912","2.01.01.09.12","Tributos Retidos a Recolher – Circulante","liability_current",""
"account_template_201010913","2.01.01.09.13","IRPJ a Recolher – Circulante","liability_current",""
"account_template_201010914","2.01.01.09.14","CSLL a Recolher – Circulante","liability_current",""
"account_template_201010928","2.01.01.09.28","Outros Tributos a Recolher – Circulante","liability_current",""
"account_template_201011101","2.01.01.11.01","Derivativos - Hedge Valor Justo - No País","liability_current",""
"account_template_201011102","2.01.01.11.02","Derivativos - Hedge Fluxo de Caixa - No País","liability_current",""
"account_template_201011103","2.01.01.11.03","Derivativos - Hedge Investimento no Exterior - No País","liability_current",""
"account_template_201011170","2.01.01.11.70","Subconta - Ajuste a Valor Justo - Valores Mobiliários – Hedge - No País","liability_current",""
"account_template_201011190","2.01.01.11.90","Subconta – Adoção Inicial - Valores Mobiliários – Hedge - No País","liability_current",""
"account_template_201011201","2.01.01.12.01","Derivativos - Hedge Valor Justo - No Exterior","liability_current",""
"account_template_201011202","2.01.01.12.02","Derivativos - Hedge Fluxo de Caixa - No Exterior","liability_current",""
"account_template_201011203","2.01.01.12.03","Derivativos - Hedge Investimento no Exterior - No Exterior","liability_current",""
"account_template_201011270","2.01.01.12.70","Subconta - Ajuste a Valor Justo - Valores Mobiliários – Hedge - No Exterior","liability_current",""
"account_template_201011290","2.01.01.12.90","Subconta – Adoção Inicial - Valores Mobiliários – Hedge - No Exterior","liability_current",""
"account_template_201011301","2.01.01.13.01","Debêntures a Pagar – Circulante","liability_current",""
"account_template_201011302","2.01.01.13.02","Prêmio na Emissão de Debêntures – Circulante","liability_current",""
"account_template_201011304","2.01.01.13.04","Notas Promissórias a Pagar","liability_current",""
"account_template_201011305","2.01.01.13.05","Bonds a Pagar","liability_current",""
"account_template_201011306","2.01.01.13.06","Certificados de Recebíveis Imobiliários - CRI","liability_current",""
"account_template_201011307","2.01.01.13.07","Certificados de Recebíveis do Agronegócio - CRA","liability_current",""
"account_template_201011325","2.01.01.13.25","Outros Títulos de Dívida a Pagar – Pelo Custo Amortizado - Circulante","liability_current",""
"account_template_201011327","2.01.01.13.27","(-) Custos a Amortizar – Títulos de Dívida - Circulante","liability_current",""
"account_template_201011328","2.01.01.13.28","Outros Títulos de Dívida a Pagar – Pelo Pelo Valor Justo(VJPR) - Circulante","liability_current",""
"account_template_201011329","2.01.01.13.29","(-) Deságio a Apropriar – Títulos de Dívida - Circulante","liability_current",""
"account_template_201011350","2.01.01.13.50","(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) - Títulos de Dívida - Circulante","liability_current",""
"account_template_201011370","2.01.01.13.70","Subconta - Ajuste a Valor Justo – Títulos de Dívida a Pagar - Circulante","liability_current",""
"account_template_201011390","2.01.01.13.90","Subconta – Adoção Inicial - Títulos de Dívida - Circulante","liability_current",""
"account_template_201011501","2.01.01.15.01","Provisão para o Imposto de Renda","liability_current",""
"account_template_201011502","2.01.01.15.02","Provisão para a Contribuição Social sobre o Lucro Líquido","liability_current",""
"account_template_201011503","2.01.01.15.03","Férias a Pagar","liability_current",""
"account_template_201011504","2.01.01.15.04","13º Salário a Pagar","liability_current",""
"account_template_201011505","2.01.01.15.05","Provisões de Natureza Trabalhista - Circulante","liability_current",""
"account_template_201011506","2.01.01.15.06","Provisões de Natureza Tributária – Circulante","liability_current",""
"account_template_201011507","2.01.01.15.07","Provisões de Natureza Cível – Circulante","liability_current",""
"account_template_201011528","2.01.01.15.28","Outras Provisões","liability_current",""
"account_template_201011550","2.01.01.15.50","(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) - Provisões - Circulante","liability_current",""
"account_template_201011701","2.01.01.17.01","Mútuos – Partes Não Relacionadas – No País - Ciculante","liability_current",""
"account_template_201011702","2.01.01.17.02","Mútuos - Partes Não Relacionadas – No Exterior - Ciculante","liability_current",""
"account_template_201011703","2.01.01.17.03","Mútuos – Partes Relacionadas – No País – Circulante","liability_current",""
"account_template_201011704","2.01.01.17.04","Mútuos - Partes Relacionadas – No Exterior - Circulante","liability_current",""
"account_template_201011709","2.01.01.17.09","Contraprestação Contingente Passiva - Combinação de Negócios - Circulante","liability_current",""
"account_template_201011710","2.01.01.17.10","Passivo Contingente Assumido em Combinação de Negócios - Circulante","liability_current",""
"account_template_201011711","2.01.01.17.11","Faturamento para Entrega Futura - Circulante","liability_current",""
"account_template_201011712","2.01.01.17.12","Juros sobre o Capital Próprio a Pagar - Circulante","liability_current",""
"account_template_201011713","2.01.01.17.13","Dividendos a Pagar – Circulante","liability_current",""
"account_template_201011715","2.01.01.17.15","Conta de Controle de Custo Contratado - Circulante","liability_current",""
"account_template_201011716","2.01.01.17.16","Conta de Controle de Custo Orçado - Circulante","liability_current",""
"account_template_201011725","2.01.01.17.25","Direitos Creditórios a Pagar - Circulante","liability_current",""
"account_template_201011728","2.01.01.17.28","Outras Obrigações – Circulante","liability_current",""
"account_template_201011750","2.01.01.17.50","(-)Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) – Outras Contas a Pagar - Circulante","liability_current",""
"account_template_201011760","2.01.01.17.60","CPC 47 - Passivos de Contrato - Circulante","liability_current",""
"account_template_201011901","2.01.01.19.01","Receitas Diferidas","liability_current",""
"account_template_201011902","2.01.01.19.02","(-) Custos Correspondentes às Receitas Diferidas","liability_current",""
"account_template_201011903","2.01.01.19.03","Subvenção Governamental a Apropriar","liability_current",""
"account_template_201011950","2.01.01.19.50","(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) – Receitas Diferidas","liability_current",""
"account_template_202010101","2.02.01.01.01","Fornecedores - No País - Longo Prazo","liability_non_current",""
"account_template_202010102","2.02.01.01.02","Fornecedores - No Exterior - Longo Prazo","liability_non_current",""
"account_template_202010103","2.02.01.01.03","Credores por Financiamento - Longo Prazo","liability_non_current",""
"account_template_202010104","2.02.01.01.04","Títulos a Pagar - Longo Prazo","liability_non_current",""
"account_template_202010105","2.02.01.01.05","Duplicatas Descontadas - Longo Prazo","liability_non_current",""
